DestinationPath;ContentType;IndboArea;Kategori;LBInfo;LBTeaser
Spiritus - hedvin - breezer.aspx;IndboManual;;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;
Spærring af bankkonti.aspx;IndboManual;;Erstatningsopgørelse;;
Startside.aspx;IndboManual;;Erstatningsopgørelse;;
Statistikkode 008 - Skader der ikke er dækning for.aspx;IndboManual;;Diverse;;
Statistikkode 300 - Redning og bevaring.aspx;IndboManual;;Forretningsgang;;
Statistikkode 300 og 400 - Redning og bevaring.aspx;IndboManual;;Diverse;;
Statistikkoder - Hvilken statistikkode skal bruges.aspx;IndboManual;;Forretningsgang;;
Stelnummer betegnelse på cykler.aspx;IndboManual;;Erstatningsopgørelse;;
Stillads og stiger.aspx;IndboManual;;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;
Stormflodsskader.aspx;IndboManual;;Vilkårenes afsnit 10. Storm - voldsomt sky- og tøbrud - snetryk;;
Stormskadet indbo i drivhuse.aspx;IndboManual;;Vilkårenes afsnit 10. Storm - voldsomt sky- og tøbrud - snetryk;;
Studieforsikring ekstra.aspx;IndboManual;;Diverse;;
Summer, præmier og selvrisikobeløb.aspx;IndboManual;;Erstatningsopgørelse;;
Svideskader - stjernekastere og tændstikker.aspx;IndboManual;;Vilkårenes afsnit 2. Brand, lynnedslag og eksplosion mv.;;"Hvis en brændende tændstik tabes eller knækker og svider nogle huller er der tale om en brandskade. Fordi der har været flammedannende ild i tændstikken/stjernekasteren. 
Det er en svideskade når gløder springer fra tændstikker og stjernekastere - og derfor skal en sådan skade afvises"
Særligt privat indbo - tilbehør til særligt privat indbo - synligt udefra.aspx;IndboManual;;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;
Søgning på hjemmesider.aspx;IndboManual;;Forretningsgang;;
Tablets - afskrivning.aspx;IndboManual;;Erstatningsopgørelse;;
Taksator - Bestilling af taksator på sommerhussager.aspx;IndboManual;;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Taksatorhjælp;;
Taksator - Bestilling af taksator til hastesager.aspx;IndboManual;;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Taksatorhjælp;;
Taksator - Freelance taksator Jesper Møller-Hansen.aspx;IndboManual;;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Taksatorhjælp;;
Taksator til sagsbehandler eller taksator til taksator (a).aspx;IndboManual;SP Byg - Notater, besigtigelsesrapporter - billeder og mails;Den Gode Indboskadebehandler - Den Gode Indbotaksator;;
Taksator til sagsbehandler eller taksator til taksator (b).aspx;IndboManual;Regresskabelon;Den Gode Indboskadebehandler - Den Gode Indbotaksator;;
Taksatorsager - Bilag til erstatningsopgørelsen – Hvor finder man dem.aspx;IndboManual;;Indbotaksator;;
Taksatorsager - Erstatningsopgørelse.aspx;IndboManual;;Indbotaksator;;
Taksatorsager - Generel dokumentation – Hvad er lagt til grund og hvor skal dette noteres.aspx;IndboManual;;Indbotaksator;;
Taksatorsager - Rregressager - Hvad er vigtigt.aspx;IndboManual;;Indbotaksator;;
Taksatorsager og skadeservicesager.aspx;IndboManual;;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Taksatorhjælp;;
Takseringsfaktura - Betaling af takseringsfaktura.aspx;IndboManual;;Forretningsgang;;
Telefonnummer - Direkte telefonnummer til Bygning- og Indboskade.aspx;IndboManual;;Diverse;;
Tilbehør til motorkøretøjer.aspx;IndboManual;;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;
Tilbud - Pris på reparation.aspx;IndboManual;;Erstatningsopgørelse;;
Tilbud eller overslag.aspx;IndboManual;;Erstatningsopgørelse;;
Tilfældig afbrydelse af strømmen.aspx;IndboManual;;Vilkårenes afsnit 12. Køle- og dybfrostskade;;
Tilsvarende ting - elektroniske ting.aspx;IndboManual;;Erstatningsopgørelse;;
Ting der bortkommer.aspx;IndboManual;;Vilkårenes afsnit 19. El-skade og elektronikdækning;;
Ting købt i udlandet.aspx;IndboManual;;Erstatningsopgørelse;;
Ting som er sat til salg - Varer i kommission.aspx;IndboManual;;Vilkårenes afsnit 1.C. Hvor dækker forsikringen;;Genstanden er ikke omfattet af medlems indboforsikring efter de første 2 måneder
Tingskader forvoldt af ukendte eller uforsikrede søfartøjer under 15 meter.aspx;IndboManual;;Erstatningsopgørelse;;
Tolkebistand.aspx;IndboManual;;Erstatningsopgørelse;;
Topdesk - Kontakt til Sericedesk - IT via Topdesk.aspx;IndboManual;;Diverse;;
Tricktyveri på forsikringsstedet.aspx;IndboManual;;Vilkårenes afsnit 3. Indbrudstyveri;;Der er dækning for tricktyveri, når det finder sted på forsikringsstedet. Dækningen er den samme som ved indbrudstyveri.
Tyveri af arbejdsredskaber i container.aspx;IndboManual;;Vilkårenes afsnit 3. Indbrudstyveri;;En container kan ikke anses for en bygning. Derfor kan tyveri fra containere ikke anerkendes som indbrudstyveri
Tyveri af genstande, som andre holder øje med.aspx;IndboManual;;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;
Tyveri begået af dyr.aspx;IndboManual;;Vilkårenes afsnit 18. Pludselig skade;;
Tyveri begået af håndværkere.aspx;IndboManual;;Vilkårenes afsnit 3. Indbrudstyveri;;
Tyveri begået af medhjælp.aspx;IndboManual;;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;
Tyveri fra autocamper.aspx;IndboManual;;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv.;;
Tyveri fra beboelsesvogn, campingvogn, når medlem er tilstede.aspx;IndboManual;;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv.;;
Tyveri fra bil - Hundebeslag.aspx;IndboManual;;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv.;;
Tyveri fra bil - Medlem mener at være blevet bedøvet.aspx;IndboManual;;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv.;;
Tyveri fra bil i parkeringskældre.aspx;IndboManual;;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv.;;
Tyveri fra bil med rette bilnøgle.aspx;IndboManual;;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv.;;
Tyveri fra bus eller bil sket under af- og pålæsning.aspx;IndboManual;;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv.;;
Tyveri fra fastmonteret boks på hotelværelse - voldeligt opbrud.aspx;IndboManual;;Vilkårenes afsnit 3. Indbrudstyveri;;Vi dækker som indbrudstyveri fra fastmonteret boks på hotelværelse, når der kan konstateres voldeligt opbrud til boksen - og der ikke sker voldeligt opbrud til hotelværelset
Tyveri fra faststående mobilhomes.aspx;IndboManual;;Vilkårenes afsnit 3. Indbrudstyveri;;
Tyveri fra garderobe - af garderobebevis.aspx;IndboManual;;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;
Tyveri fra loft- og kælderrum.aspx;IndboManual;;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;
Tyveri fra plejehjem.aspx;IndboManual;;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;
Tyveri fra telt.aspx;IndboManual;;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv.;;
Tyveri fra trailere.aspx;IndboManual;;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;
Tyveri fra uaflåst bil i låst bygning.aspx;IndboManual;;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv.;;
Tyveri med nøgle fra nøgleboks.aspx;IndboManual;;Vilkårenes afsnit 3. Indbrudstyveri;;Hos ældre mennesker med behov for hjælp betragtes det som indbrudstyveri, hvis nøgleboksen er brudt op og nøglen er fjernet
Tyveri under cykeltur og fra jakker og bukser.aspx;IndboManual;;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;
Tyveri under postforsendelse.aspx;IndboManual;;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;
Tyveri ved brug af nøgle fundet på forsikringsstedet.aspx;IndboManual;;Vilkårenes afsnit 3. Indbrudstyveri;;Når medlem anbringer nøgler udenfor huset, som tyven finder og bruger til at komme ind i huset med, skal det vurderes, om huset har været forsvarligt aflåst
Tyveri ved brug af udleveret nøgle.aspx;IndboManual;;Vilkårenes afsnit 3. Indbrudstyveri;;
Tyveri, hvor gerningstidspunktet strækker sig over flere måneder.aspx;IndboManual;;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;
Tyveri, når gerningstidspunktet strækker sig over flere måneder.aspx;IndboManual;;Vilkårenes afsnit 3. Indbrudstyveri;;Indbrudstyveri er ikke sandsynliggjort når der eksisterer usikkerhed om, hvornår og hvorledes genstande er fjernet fra medlems bolig
Tyverialarm.aspx;IndboManual;;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;
Tøbrud.aspx;IndboManual;;Vilkårenes afsnit 10. Storm - voldsomt sky- og tøbrud - snetryk;;
Udbetaling af erstatning ved samlivsophør - skilsmisse - udeboende børn - Dødsfald (Boet efter).aspx;IndboManual;;Erstatningsopgørelse;;
Udeboende børn, der midlertidig bor hos medlem.aspx;IndboManual;;Vilkårenes afsnit 1.B. Hvem dækker forsikringen;;Udeboende børn, der midlertidigt bor hos medlem og ikke er tilmeldt folkeregistret på medlems adresse, er ikke dækket.
Udendørs krukker med store planter.aspx;IndboManual;;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;
Udenlandske cykler - produktionsnummer - ingen stelnummer.aspx;IndboManual;;Erstatningsopgørelse;;
Udenlandske smykker.aspx;IndboManual;;Erstatningsopgørelse;;
Udlejningsdækning i sommerhusvilkårene.aspx;IndboManual;;Sommerhusforsikringen;;
Udlevering af sagsakter til politiet.aspx;IndboManual;;Forretningsgang;;
Udredningssager - svindelsager.aspx;IndboManual;;Forretningsgang;;
Udtørringsskade efter affugtning.aspx;IndboManual;;Vilkårenes afsnit 18. Pludselig skade;;
Underforsikring - hvornår gøres det gældende.aspx;IndboManual;;Erstatningsopgørelse;;
Underslæb.aspx;IndboManual;;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;
Undersøgelsesudgifter.aspx;IndboManual;;Erstatningsopgørelse;;
Undtagelsesbestemmelsen - Almindelig brug.aspx;IndboManual;;Vilkårenes afsnit 19. El-skade og elektronikdækning;;
Undtagelsesbestemmelsen - Forsikringen dækker ikke skade der er dækket eller undtaget andetsteds i forsikringen.aspx;IndboManual;;Vilkårenes afsnit 19. El-skade og elektronikdækning;;
Vandcykel.aspx;IndboManual;;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;
Vandskader fra beholdere under 20 liter.aspx;IndboManual;;Vilkårenes afsnit 18. Pludselig skade;;
Vare - Køb på prøve.aspx;IndboManual;;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;
Vask i køkken, bryggers mm.aspx;IndboManual;;Vilkårenes afsnit 20. Glas og sanitet;;
Vasketøj ødelagt ved kogning.aspx;IndboManual;;Vilkårenes afsnit 18. Pludselig skade;;
Våben og ammunition.aspx;IndboManual;;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;
Væggelus.aspx;IndboManual;;Vilkårenes afsnit 13. Rejsegods;;
Værdiforringelseserstatning - 50 procent regel.aspx;IndboManual;;Erstatningsopgørelse;;
Áfskrivning på wearables - fx Iwatch, virtual reality briller mm.aspx;IndboManual;;Erstatningsopgørelse;;
Ædelstene, herunder rav.aspx;IndboManual;;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;
Ægte tæpper.aspx;IndboManual;;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;
Ældre forsikringsvilkår.aspx;IndboManual;;Erstatningsopgørelse;;
Ændret forklaring.aspx;IndboManual;;Diverse;;
Æresmedlemmer.aspx;IndboManual;;Erstatningsopgørelse;;
